model_shorthand,step,tokens_seen
Pythia 1b,4,"8,388,608"
Pythia 1b,8,"16,777,216"
Pythia 1b,16,"33,554,432"
Pythia 1b,32,"67,108,864"
Pythia 1b,64,"134,217,728"
Pythia 1b,128,"268,435,456"
Pythia 1b,256,"536,870,912"
Pythia 1b,512,"1,073,741,824"
Pythia 1b,1000,"2,097,152,000"
Pythia 1b,2000,"4,194,304,000"
Pythia 1b,3000,"6,291,456,000"
Pythia 1b,4000,"8,388,608,000"
Pythia 1b,5000,"10,485,760,000"
Pythia 1b,6000,"12,582,912,000"
Pythia 1b,7000,"14,680,064,000"
Pythia 1b,8000,"16,777,216,000"
Pythia 1b,9000,"18,874,368,000"
Pythia 1b,10000,"20,971,520,000"
Pythia 1b,11000,"23,068,672,000"
Pythia 1b,12000,"25,165,824,000"
Pythia 1b,13000,"27,262,976,000"
Pythia 1b,14000,"29,360,128,000"
Pythia 1b,15000,"31,457,280,000"
Pythia 1b,16000,"33,554,432,000"
Pythia 1b,17000,"35,651,584,000"
Pythia 1b,18000,"37,748,736,000"
Pythia 1b,19000,"39,845,888,000"
Pythia 1b,20000,"41,943,040,000"
Pythia 1b,21000,"44,040,192,000"
Pythia 1b,22000,"46,137,344,000"
Pythia 1b,23000,"48,234,496,000"
Pythia 1b,24000,"50,331,648,000"
Pythia 1b,25000,"52,428,800,000"
Pythia 1b,26000,"54,525,952,000"
Pythia 1b,27000,"56,623,104,000"
Pythia 1b,28000,"58,720,256,000"
Pythia 1b,29000,"60,817,408,000"
Pythia 1b,30000,"62,914,560,000"
Pythia 1b,31000,"65,011,712,000"
Pythia 1b,32000,"67,108,864,000"
Pythia 1b,33000,"69,206,016,000"
Pythia 1b,34000,"71,303,168,000"
Pythia 1b,35000,"73,400,320,000"
Pythia 1b,36000,"75,497,472,000"
Pythia 1b,37000,"77,594,624,000"
Pythia 1b,38000,"79,691,776,000"
Pythia 1b,39000,"81,788,928,000"
Pythia 1b,40000,"83,886,080,000"
Pythia 1b,41000,"85,983,232,000"
Pythia 1b,42000,"88,080,384,000"
Pythia 1b,43000,"90,177,536,000"
Pythia 1b,44000,"92,274,688,000"
Pythia 1b,45000,"94,371,840,000"
Pythia 1b,46000,"96,468,992,000"
Pythia 1b,47000,"98,566,144,000"
Pythia 1b,48000,"100,663,296,000"
Pythia 1b,49000,"102,760,448,000"
Pythia 1b,50000,"104,857,600,000"
Pythia 1b,51000,"106,954,752,000"
Pythia 1b,52000,"109,051,904,000"
Pythia 1b,53000,"111,149,056,000"
Pythia 1b,54000,"113,246,208,000"
Pythia 1b,55000,"115,343,360,000"
Pythia 1b,56000,"117,440,512,000"
Pythia 1b,57000,"119,537,664,000"
Pythia 1b,58000,"121,634,816,000"
Pythia 1b,59000,"123,731,968,000"
Pythia 1b,60000,"125,829,120,000"
Pythia 1b,61000,"127,926,272,000"
Pythia 1b,62000,"130,023,424,000"
Pythia 1b,63000,"132,120,576,000"
Pythia 1b,64000,"134,217,728,000"
Pythia 1b,65000,"136,314,880,000"
Pythia 1b,66000,"138,412,032,000"
Pythia 1b,67000,"140,509,184,000"
Pythia 1b,68000,"142,606,336,000"
Pythia 1b,69000,"144,703,488,000"
Pythia 1b,70000,"146,800,640,000"
Pythia 1b,71000,"148,897,792,000"
Pythia 1b,72000,"150,994,944,000"
Pythia 1b,73000,"153,092,096,000"
Pythia 1b,74000,"155,189,248,000"
Pythia 1b,75000,"157,286,400,000"
Pythia 1b,76000,"159,383,552,000"
Pythia 1b,77000,"161,480,704,000"
Pythia 1b,78000,"163,577,856,000"
Pythia 1b,79000,"165,675,008,000"
Pythia 1b,80000,"167,772,160,000"
Pythia 1b,81000,"169,869,312,000"
Pythia 1b,82000,"171,966,464,000"
Pythia 1b,83000,"174,063,616,000"
Pythia 1b,84000,"176,160,768,000"
Pythia 1b,85000,"178,257,920,000"
Pythia 1b,86000,"180,355,072,000"
Pythia 1b,87000,"182,452,224,000"
Pythia 1b,88000,"184,549,376,000"
Pythia 1b,89000,"186,646,528,000"
Pythia 1b,90000,"188,743,680,000"
Pythia 1b,91000,"190,840,832,000"
Pythia 1b,92000,"192,937,984,000"
Pythia 1b,93000,"195,035,136,000"
Pythia 1b,94000,"197,132,288,000"
Pythia 1b,95000,"199,229,440,000"
Pythia 1b,96000,"201,326,592,000"
Pythia 1b,97000,"203,423,744,000"
Pythia 1b,98000,"205,520,896,000"
Pythia 1b,99000,"207,618,048,000"
Pythia 1b,100000,"209,715,200,000"
Pythia 1b,101000,"211,812,352,000"
Pythia 1b,102000,"213,909,504,000"
Pythia 1b,103000,"216,006,656,000"
Pythia 1b,104000,"218,103,808,000"
Pythia 1b,105000,"220,200,960,000"
Pythia 1b,106000,"222,298,112,000"
Pythia 1b,107000,"224,395,264,000"
Pythia 1b,108000,"226,492,416,000"
Pythia 1b,109000,"228,589,568,000"
Pythia 1b,110000,"230,686,720,000"
Pythia 1b,111000,"232,783,872,000"
Pythia 1b,112000,"234,881,024,000"
Pythia 1b,113000,"236,978,176,000"
Pythia 1b,114000,"239,075,328,000"
Pythia 1b,115000,"241,172,480,000"
Pythia 1b,116000,"243,269,632,000"
Pythia 1b,117000,"245,366,784,000"
Pythia 1b,118000,"247,463,936,000"
Pythia 1b,119000,"249,561,088,000"
Pythia 1b,120000,"251,658,240,000"
Pythia 1b,121000,"253,755,392,000"
Pythia 1b,122000,"255,852,544,000"
Pythia 1b,123000,"257,949,696,000"
Pythia 1b,124000,"260,046,848,000"
Pythia 1b,125000,"262,144,000,000"
Pythia 1b,126000,"264,241,152,000"
Pythia 1b,127000,"266,338,304,000"
Pythia 1b,128000,"268,435,456,000"
Pythia 1b,129000,"270,532,608,000"
Pythia 1b,130000,"272,629,760,000"
Pythia 1b,131000,"274,726,912,000"
Pythia 1b,132000,"276,824,064,000"
Pythia 1b,133000,"278,921,216,000"
Pythia 1b,134000,"281,018,368,000"
Pythia 1b,135000,"283,115,520,000"
Pythia 1b,136000,"285,212,672,000"
Pythia 1b,137000,"287,309,824,000"
Pythia 1b,138000,"289,406,976,000"
Pythia 1b,139000,"291,504,128,000"
Pythia 1b,140000,"293,601,280,000"
Pythia 1b,141000,"295,698,432,000"
Pythia 1b,142000,"297,795,584,000"
Pythia 1b,143000,"299,892,736,000"
Pythia 6.9b,0,0
Pythia 6.9b,1,"2,097,152"
Pythia 6.9b,2,"4,194,304"
Pythia 6.9b,4,"8,388,608"
Pythia 6.9b,8,"16,777,216"
Pythia 6.9b,16,"33,554,432"
Pythia 6.9b,32,"67,108,864"
Pythia 6.9b,64,"134,217,728"
Pythia 6.9b,128,"268,435,456"
Pythia 6.9b,256,"536,870,912"
Pythia 6.9b,512,"1,073,741,824"
Pythia 6.9b,1000,"2,097,152,000"
Pythia 6.9b,2000,"4,194,304,000"
Pythia 6.9b,3000,"6,291,456,000"
Pythia 6.9b,4000,"8,388,608,000"
Pythia 6.9b,5000,"10,485,760,000"
Pythia 6.9b,6000,"12,582,912,000"
Pythia 6.9b,7000,"14,680,064,000"
Pythia 6.9b,8000,"16,777,216,000"
Pythia 6.9b,9000,"18,874,368,000"
Pythia 6.9b,10000,"20,971,520,000"
Pythia 6.9b,11000,"23,068,672,000"
Pythia 6.9b,12000,"25,165,824,000"
Pythia 6.9b,13000,"27,262,976,000"
Pythia 6.9b,14000,"29,360,128,000"
Pythia 6.9b,15000,"31,457,280,000"
Pythia 6.9b,16000,"33,554,432,000"
Pythia 6.9b,17000,"35,651,584,000"
Pythia 6.9b,18000,"37,748,736,000"
Pythia 6.9b,19000,"39,845,888,000"
Pythia 6.9b,20000,"41,943,040,000"
Pythia 6.9b,21000,"44,040,192,000"
Pythia 6.9b,22000,"46,137,344,000"
Pythia 6.9b,23000,"48,234,496,000"
Pythia 6.9b,24000,"50,331,648,000"
Pythia 6.9b,25000,"52,428,800,000"
Pythia 6.9b,26000,"54,525,952,000"
Pythia 6.9b,27000,"56,623,104,000"
Pythia 6.9b,28000,"58,720,256,000"
Pythia 6.9b,29000,"60,817,408,000"
Pythia 6.9b,30000,"62,914,560,000"
Pythia 6.9b,31000,"65,011,712,000"
Pythia 6.9b,32000,"67,108,864,000"
Pythia 6.9b,33000,"69,206,016,000"
Pythia 6.9b,34000,"71,303,168,000"
Pythia 6.9b,35000,"73,400,320,000"
Pythia 6.9b,36000,"75,497,472,000"
Pythia 6.9b,37000,"77,594,624,000"
Pythia 6.9b,38000,"79,691,776,000"
Pythia 6.9b,39000,"81,788,928,000"
Pythia 6.9b,40000,"83,886,080,000"
Pythia 6.9b,41000,"85,983,232,000"
Pythia 6.9b,42000,"88,080,384,000"
Pythia 6.9b,43000,"90,177,536,000"
Pythia 6.9b,44000,"92,274,688,000"
Pythia 6.9b,45000,"94,371,840,000"
Pythia 6.9b,46000,"96,468,992,000"
Pythia 6.9b,47000,"98,566,144,000"
Pythia 6.9b,48000,"100,663,296,000"
Pythia 6.9b,49000,"102,760,448,000"
Pythia 6.9b,50000,"104,857,600,000"
Pythia 6.9b,51000,"106,954,752,000"
Pythia 6.9b,52000,"109,051,904,000"
Pythia 6.9b,53000,"111,149,056,000"
Pythia 6.9b,54000,"113,246,208,000"
Pythia 6.9b,55000,"115,343,360,000"
Pythia 6.9b,56000,"117,440,512,000"
Pythia 6.9b,57000,"119,537,664,000"
Pythia 6.9b,58000,"121,634,816,000"
Pythia 6.9b,59000,"123,731,968,000"
Pythia 6.9b,60000,"125,829,120,000"
Pythia 6.9b,61000,"127,926,272,000"
Pythia 6.9b,62000,"130,023,424,000"
Pythia 6.9b,63000,"132,120,576,000"
Pythia 6.9b,64000,"134,217,728,000"
Pythia 6.9b,65000,"136,314,880,000"
Pythia 6.9b,66000,"138,412,032,000"
Pythia 6.9b,67000,"140,509,184,000"
Pythia 6.9b,68000,"142,606,336,000"
Pythia 6.9b,69000,"144,703,488,000"
Pythia 6.9b,70000,"146,800,640,000"
Pythia 6.9b,71000,"148,897,792,000"
Pythia 6.9b,72000,"150,994,944,000"
Pythia 6.9b,73000,"153,092,096,000"
Pythia 6.9b,74000,"155,189,248,000"
Pythia 6.9b,75000,"157,286,400,000"
Pythia 6.9b,76000,"159,383,552,000"
Pythia 6.9b,77000,"161,480,704,000"
Pythia 6.9b,78000,"163,577,856,000"
Pythia 6.9b,79000,"165,675,008,000"
Pythia 6.9b,80000,"167,772,160,000"
Pythia 6.9b,81000,"169,869,312,000"
Pythia 6.9b,82000,"171,966,464,000"
Pythia 6.9b,83000,"174,063,616,000"
Pythia 6.9b,84000,"176,160,768,000"
Pythia 6.9b,85000,"178,257,920,000"
Pythia 6.9b,86000,"180,355,072,000"
Pythia 6.9b,87000,"182,452,224,000"
Pythia 6.9b,88000,"184,549,376,000"
Pythia 6.9b,89000,"186,646,528,000"
Pythia 6.9b,90000,"188,743,680,000"
Pythia 6.9b,91000,"190,840,832,000"
Pythia 6.9b,92000,"192,937,984,000"
Pythia 6.9b,93000,"195,035,136,000"
Pythia 6.9b,94000,"197,132,288,000"
Pythia 6.9b,95000,"199,229,440,000"
Pythia 6.9b,96000,"201,326,592,000"
Pythia 6.9b,97000,"203,423,744,000"
Pythia 6.9b,98000,"205,520,896,000"
Pythia 6.9b,99000,"207,618,048,000"
Pythia 6.9b,100000,"209,715,200,000"
Pythia 6.9b,101000,"211,812,352,000"
Pythia 6.9b,102000,"213,909,504,000"
Pythia 6.9b,103000,"216,006,656,000"
Pythia 6.9b,104000,"218,103,808,000"
Pythia 6.9b,105000,"220,200,960,000"
Pythia 6.9b,106000,"222,298,112,000"
Pythia 6.9b,107000,"224,395,264,000"
Pythia 6.9b,108000,"226,492,416,000"
Pythia 6.9b,109000,"228,589,568,000"
Pythia 6.9b,110000,"230,686,720,000"
Pythia 6.9b,111000,"232,783,872,000"
Pythia 6.9b,112000,"234,881,024,000"
Pythia 6.9b,113000,"236,978,176,000"
Pythia 6.9b,114000,"239,075,328,000"
Pythia 6.9b,115000,"241,172,480,000"
Pythia 6.9b,116000,"243,269,632,000"
Pythia 6.9b,117000,"245,366,784,000"
Pythia 6.9b,118000,"247,463,936,000"
Pythia 6.9b,119000,"249,561,088,000"
Pythia 6.9b,120000,"251,658,240,000"
Pythia 6.9b,121000,"253,755,392,000"
Pythia 6.9b,122000,"255,852,544,000"
Pythia 6.9b,123000,"257,949,696,000"
Pythia 6.9b,124000,"260,046,848,000"
Pythia 6.9b,125000,"262,144,000,000"
Pythia 6.9b,126000,"264,241,152,000"
Pythia 6.9b,127000,"266,338,304,000"
Pythia 6.9b,128000,"268,435,456,000"
Pythia 6.9b,129000,"270,532,608,000"
Pythia 6.9b,130000,"272,629,760,000"
Pythia 6.9b,131000,"274,726,912,000"
Pythia 6.9b,132000,"276,824,064,000"
Pythia 6.9b,133000,"278,921,216,000"
Pythia 6.9b,134000,"281,018,368,000"
Pythia 6.9b,135000,"283,115,520,000"
Pythia 6.9b,136000,"285,212,672,000"
Pythia 6.9b,137000,"287,309,824,000"
Pythia 6.9b,138000,"289,406,976,000"
Pythia 6.9b,139000,"291,504,128,000"
Pythia 6.9b,140000,"293,601,280,000"
Pythia 6.9b,141000,"295,698,432,000"
Pythia 6.9b,142000,"297,795,584,000"
Pythia 6.9b,143000,"299,892,736,000"
Pythia 12b,0,0
Pythia 12b,1,"2,097,152"
Pythia 12b,2,"4,194,304"
Pythia 12b,4,"8,388,608"
Pythia 12b,8,"16,777,216"
Pythia 12b,16,"33,554,432"
Pythia 12b,32,"67,108,864"
Pythia 12b,64,"134,217,728"
Pythia 12b,128,"268,435,456"
Pythia 12b,256,"536,870,912"
Pythia 12b,512,"1,073,741,824"
Pythia 12b,1000,"2,097,152,000"
Pythia 12b,2000,"4,194,304,000"
Pythia 12b,3000,"6,291,456,000"
Pythia 12b,4000,"8,388,608,000"
Pythia 12b,5000,"10,485,760,000"
Pythia 12b,6000,"12,582,912,000"
Pythia 12b,7000,"14,680,064,000"
Pythia 12b,8000,"16,777,216,000"
Pythia 12b,9000,"18,874,368,000"
Pythia 12b,10000,"20,971,520,000"
Pythia 12b,11000,"23,068,672,000"
Pythia 12b,12000,"25,165,824,000"
Pythia 12b,13000,"27,262,976,000"
Pythia 12b,14000,"29,360,128,000"
Pythia 12b,15000,"31,457,280,000"
Pythia 12b,16000,"33,554,432,000"
Pythia 12b,17000,"35,651,584,000"
Pythia 12b,18000,"37,748,736,000"
Pythia 12b,19000,"39,845,888,000"
Pythia 12b,20000,"41,943,040,000"
Pythia 12b,21000,"44,040,192,000"
Pythia 12b,22000,"46,137,344,000"
Pythia 12b,23000,"48,234,496,000"
Pythia 12b,24000,"50,331,648,000"
Pythia 12b,25000,"52,428,800,000"
Pythia 12b,26000,"54,525,952,000"
Pythia 12b,27000,"56,623,104,000"
Pythia 12b,28000,"58,720,256,000"
Pythia 12b,29000,"60,817,408,000"
Pythia 12b,30000,"62,914,560,000"
Pythia 12b,31000,"65,011,712,000"
Pythia 12b,32000,"67,108,864,000"
Pythia 12b,33000,"69,206,016,000"
Pythia 12b,34000,"71,303,168,000"
Pythia 12b,35000,"73,400,320,000"
Pythia 12b,36000,"75,497,472,000"
Pythia 12b,37000,"77,594,624,000"
Pythia 12b,38000,"79,691,776,000"
Pythia 12b,39000,"81,788,928,000"
Pythia 12b,40000,"83,886,080,000"
Pythia 12b,41000,"85,983,232,000"
Pythia 12b,42000,"88,080,384,000"
Pythia 12b,43000,"90,177,536,000"
Pythia 12b,44000,"92,274,688,000"
Pythia 12b,45000,"94,371,840,000"
Pythia 12b,46000,"96,468,992,000"
Pythia 12b,47000,"98,566,144,000"
Pythia 12b,48000,"100,663,296,000"
Pythia 12b,49000,"102,760,448,000"
Pythia 12b,50000,"104,857,600,000"
Pythia 12b,51000,"106,954,752,000"
Pythia 12b,52000,"109,051,904,000"
Pythia 12b,53000,"111,149,056,000"
Pythia 12b,54000,"113,246,208,000"
Pythia 12b,55000,"115,343,360,000"
Pythia 12b,56000,"117,440,512,000"
Pythia 12b,57000,"119,537,664,000"
Pythia 12b,58000,"121,634,816,000"
Pythia 12b,59000,"123,731,968,000"
Pythia 12b,60000,"125,829,120,000"
Pythia 12b,61000,"127,926,272,000"
Pythia 12b,62000,"130,023,424,000"
Pythia 12b,63000,"132,120,576,000"
Pythia 12b,64000,"134,217,728,000"
Pythia 12b,65000,"136,314,880,000"
Pythia 12b,66000,"138,412,032,000"
Pythia 12b,67000,"140,509,184,000"
Pythia 12b,68000,"142,606,336,000"
Pythia 12b,69000,"144,703,488,000"
Pythia 12b,70000,"146,800,640,000"
Pythia 12b,71000,"148,897,792,000"
Pythia 12b,72000,"150,994,944,000"
Pythia 12b,73000,"153,092,096,000"
Pythia 12b,74000,"155,189,248,000"
Pythia 12b,75000,"157,286,400,000"
Pythia 12b,76000,"159,383,552,000"
Pythia 12b,77000,"161,480,704,000"
Pythia 12b,78000,"163,577,856,000"
Pythia 12b,79000,"165,675,008,000"
Pythia 12b,80000,"167,772,160,000"
Pythia 12b,81000,"169,869,312,000"
Pythia 12b,82000,"171,966,464,000"
Pythia 12b,83000,"174,063,616,000"
Pythia 12b,84000,"176,160,768,000"
Pythia 12b,85000,"178,257,920,000"
Pythia 12b,86000,"180,355,072,000"
Pythia 12b,87000,"182,452,224,000"
Pythia 12b,88000,"184,549,376,000"
Pythia 12b,89000,"186,646,528,000"
Pythia 12b,90000,"188,743,680,000"
Pythia 12b,91000,"190,840,832,000"
Pythia 12b,92000,"192,937,984,000"
Pythia 12b,93000,"195,035,136,000"
Pythia 12b,94000,"197,132,288,000"
Pythia 12b,95000,"199,229,440,000"
Pythia 12b,96000,"201,326,592,000"
Pythia 12b,97000,"203,423,744,000"
Pythia 12b,98000,"205,520,896,000"
Pythia 12b,99000,"207,618,048,000"
Pythia 12b,100000,"209,715,200,000"
Pythia 12b,101000,"211,812,352,000"
Pythia 12b,102000,"213,909,504,000"
Pythia 12b,103000,"216,006,656,000"
Pythia 12b,104000,"218,103,808,000"
Pythia 12b,105000,"220,200,960,000"
Pythia 12b,106000,"222,298,112,000"
Pythia 12b,107000,"224,395,264,000"
Pythia 12b,108000,"226,492,416,000"
Pythia 12b,109000,"228,589,568,000"
Pythia 12b,110000,"230,686,720,000"
Pythia 12b,111000,"232,783,872,000"
Pythia 12b,112000,"234,881,024,000"
Pythia 12b,113000,"236,978,176,000"
Pythia 12b,114000,"239,075,328,000"
Pythia 12b,115000,"241,172,480,000"
Pythia 12b,116000,"243,269,632,000"
Pythia 12b,117000,"245,366,784,000"
Pythia 12b,118000,"247,463,936,000"
Pythia 12b,119000,"249,561,088,000"
Pythia 12b,120000,"251,658,240,000"
Pythia 12b,121000,"253,755,392,000"
Pythia 12b,122000,"255,852,544,000"
Pythia 12b,123000,"257,949,696,000"
Pythia 12b,124000,"260,046,848,000"
Pythia 12b,125000,"262,144,000,000"
Pythia 12b,126000,"264,241,152,000"
Pythia 12b,127000,"266,338,304,000"
Pythia 12b,128000,"268,435,456,000"
Pythia 12b,129000,"270,532,608,000"
Pythia 12b,130000,"272,629,760,000"
Pythia 12b,131000,"274,726,912,000"
Pythia 12b,132000,"276,824,064,000"
Pythia 12b,133000,"278,921,216,000"
Pythia 12b,134000,"281,018,368,000"
Pythia 12b,135000,"283,115,520,000"
Pythia 12b,136000,"285,212,672,000"
Pythia 12b,137000,"287,309,824,000"
Pythia 12b,138000,"289,406,976,000"
Pythia 12b,139000,"291,504,128,000"
Pythia 12b,140000,"293,601,280,000"
Pythia 12b,141000,"295,698,432,000"
Pythia 12b,142000,"297,795,584,000"
Pythia 12b,143000,"299,892,736,000"
