item,item_id,condition,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.3679098123684525e-06,2.480719740560744e-05,-2.8808333450906822,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.012115992605686188,0.07647736370563507,-2.658120189442345,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.027408858761191368,0.0023784982040524483,3.5265194180017922,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,3,The person who put the wine in the garage was,David,Marta,1.871004860731773e-05,1.8946842601508251e-06,3.3037839511194402,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.486107516437187e-06,2.0847661289735697e-05,-2.5801965798620543,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.012115992605686188,0.07647736370563507,-2.658120189442345,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.027408858761191368,0.0023784982040524483,3.5265194180017922,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,3,The person who put the wine in the garage was,David,Marta,1.871004860731773e-05,1.8946842601508251e-06,3.3037839511194402,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.486107516437187e-06,2.0847661289735697e-05,-2.5801965798620543,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.014581258408725262,0.0647570788860321,-2.150922674685963,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.027434788644313812,0.0028285894077271223,3.2778517830560054,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,3,The person who put the wine in the garage was,David,Marta,2.541052526794374e-05,2.2428869215218583e-06,3.5019974062894734,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.4337103897996712e-06,2.279327600263059e-05,-2.730768025286693,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.014581258408725262,0.0647570788860321,-2.150922674685963,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.027434788644313812,0.0028285894077271223,3.2778517830560054,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,3,The person who put the wine in the garage was,David,Marta,2.541052526794374e-05,2.2428869215218583e-06,3.5019974062894734,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.4337103897996712e-06,2.279327600263059e-05,-2.730768025286693,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.023825809359550476,0.042536359280347824,-0.8361713340815943,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.01878112554550171,0.004122394602745771,2.1877290118657937,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,3,The person who put the wine in the garage was,David,Marta,1.9668173990794457e-05,2.119617874996038e-06,3.2139869187763503,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.6164940411254065e-06,2.162245255021844e-05,-2.579866491952655,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.023825809359550476,0.042536359280347824,-0.8361713340815943,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.01878112554550171,0.004122394602745771,2.1877290118657937,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,3,The person who put the wine in the garage was,David,Marta,1.9668173990794457e-05,2.119617874996038e-06,3.2139869187763503,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.6164940411254065e-06,2.162245255021844e-05,-2.579866491952655,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.00641952408477664,0.0754857212305069,-3.5556655207719214,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.03355007246136665,0.002824260387569666,3.5703708707406476,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,3,The person who put the wine in the garage was,David,Marta,2.709622640395537e-05,2.3898780909803463e-06,3.503083013996208,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.344200194987934e-06,2.4505397959728725e-05,-2.873366456180266,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.00641952408477664,0.0754857212305069,-3.5556655207719214,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.03355007246136665,0.002824260387569666,3.5703708707406476,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,3,The person who put the wine in the garage was,David,Marta,2.709622640395537e-05,2.3898780909803463e-06,3.503083013996208,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.344200194987934e-06,2.4505397959728725e-05,-2.873366456180266,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.006420785095542669,0.1155187264084816,-4.169233219186376,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.03291841596364975,0.0018980400636792183,4.116312564763518,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,3,The person who put the wine in the garage was,David,Marta,1.893126500362996e-05,2.0286829567339737e-06,3.222155493453799,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.6979060951125575e-06,2.0909465092699975e-05,-2.4993756608603377,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.006420785095542669,0.1155187264084816,-4.169233219186376,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.03291841596364975,0.0018980400636792183,4.116312564763518,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,3,The person who put the wine in the garage was,David,Marta,1.893126500362996e-05,2.0286829567339737e-06,3.222155493453799,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.6979060951125575e-06,2.0909465092699975e-05,-2.4993756608603377,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.003989285323768854,0.10202830284833908,-4.676695291571682,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.033895812928676605,0.00229036551900208,3.887457310349584,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,3,The person who put the wine in the garage was,David,Marta,2.549760029069148e-05,2.3103507373889443e-06,3.4641776832640754,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.6436076698009856e-06,2.362570376135409e-05,-2.6969177763570724,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,1,"At the start of the story, David put the wine in the",garage,fridge,0.003989285323768854,0.10202830284833908,-4.676695291571682,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,2,"At the end of the story, the wine was in the",fridge,garage,0.033895812928676605,0.00229036551900208,3.887457310349584,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,3,The person who put the wine in the garage was,David,Marta,2.549760029069148e-05,2.3103507373889443e-06,3.4641776832640754,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
7,,,4,The person who moved the wine to the fridge was,Marta,David,3.6436076698009856e-06,2.362570376135409e-05,-2.6969177763570724,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.02149435691535473,0.0627603605389595,-1.545895692858031,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.013954736292362213,0.007326748222112656,0.9295099169661032,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.6003359127789736e-05,2.2062209609430283e-05,0.7065542276095375,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.2089410776970908e-05,4.2596646380843595e-05,-0.9473849159430018,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.02149435691535473,0.0627603605389595,-1.545895692858031,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.013954736292362213,0.007326748222112656,0.9295099169661032,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.6003359127789736e-05,2.2062209609430283e-05,0.7065542276095375,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.2089410776970908e-05,4.2596646380843595e-05,-0.9473849159430018,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.016345558688044548,0.08124520629644394,-2.313384003348385,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.016220830380916595,0.008220316842198372,0.9805817692292345,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.560176264727488e-05,2.312271681148559e-05,0.6226377532109675,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.4188022507587448e-05,4.44722936663311e-05,-0.8786139872893719,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.016345558688044548,0.08124520629644394,-2.313384003348385,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.016220830380916595,0.008220316842198372,0.9805817692292345,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.560176264727488e-05,2.312271681148559e-05,0.6226377532109675,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.4188022507587448e-05,4.44722936663311e-05,-0.8786139872893719,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.017175808548927307,0.07569538801908493,-2.1398273868093995,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.015629291534423828,0.006951136514544487,1.1689315997494665,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.630837454693392e-05,2.1825440853717737e-05,0.7342915497675202,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.1167099475860596e-05,4.288417039788328e-05,-1.0186216211344359,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.017175808548927307,0.07569538801908493,-2.1398273868093995,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.015629291534423828,0.006951136514544487,1.1689315997494665,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.630837454693392e-05,2.1825440853717737e-05,0.7342915497675202,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.1167099475860596e-05,4.288417039788328e-05,-1.0186216211344359,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.012764470651745796,0.09315600991249084,-2.8675151371215617,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.01670554094016552,0.007663774769753218,1.1241996316423455,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.786085289902985e-05,2.349112583033275e-05,0.6885910540082191,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.4558996301493607e-05,4.904752131551504e-05,-0.9979286291006287,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.012764470651745796,0.09315600991249084,-2.8675151371215617,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.01670554094016552,0.007663774769753218,1.1241996316423455,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.786085289902985e-05,2.349112583033275e-05,0.6885910540082191,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.4558996301493607e-05,4.904752131551504e-05,-0.9979286291006287,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.014427105896174908,0.08874429762363434,-2.6208724987104284,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.01798063889145851,0.008343929424881935,1.1076454235426194,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.691304664243944e-05,2.2622411051997915e-05,0.7063781191591949,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.2301226636045612e-05,4.46664089395199e-05,-1.0020672054675468,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.014427105896174908,0.08874429762363434,-2.6208724987104284,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.01798063889145851,0.008343929424881935,1.1076454235426194,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.691304664243944e-05,2.2622411051997915e-05,0.7063781191591949,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.2301226636045612e-05,4.46664089395199e-05,-1.0020672054675468,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.01486764196306467,0.09897001087665558,-2.734815585880184,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.018716961145401,0.00864964909851551,1.1136327089967175,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.853975431411527e-05,2.4684974050614983e-05,0.6427142461838653,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.4588876840425655e-05,4.695575626101345e-05,-0.9332961896497041,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.01486764196306467,0.09897001087665558,-2.734815585880184,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.018716961145401,0.00864964909851551,1.1136327089967175,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.853975431411527e-05,2.4684974050614983e-05,0.6427142461838653,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.4588876840425655e-05,4.695575626101345e-05,-0.9332961896497041,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.012858579866588116,0.0936196967959404,-2.864080775982706,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.018820296972990036,0.00808167364448309,1.2195633944536128,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.7027035432402045e-05,2.2366382836480625e-05,0.7272470868630825,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.1437228497234173e-05,4.444240403245203e-05,-1.0518184591982342,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.012858579866588116,0.0936196967959404,-2.864080775982706,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.018820296972990036,0.00808167364448309,1.2195633944536128,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.7027035432402045e-05,2.2366382836480625e-05,0.7272470868630825,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.1437228497234173e-05,4.444240403245203e-05,-1.0518184591982342,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.01315303985029459,0.10666258633136749,-3.019586045676839,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.019126225262880325,0.008757160045206547,1.1270171890903893,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.805103187914938e-05,2.3779777620802633e-05,0.678200354064794,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.4062426746240817e-05,4.7426412493223324e-05,-0.9789085931569279,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.01315303985029459,0.10666258633136749,-3.019586045676839,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,2,"At the end of the story, the painting was in the",bedroom,hall,0.019126225262880325,0.008757160045206547,1.1270171890903893,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,3,The person who put the painting in the hall was,Sarah,James,3.805103187914938e-05,2.3779777620802633e-05,0.678200354064794,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
8,,,4,The person who moved the painting to the bedroom was,James,Sarah,2.4062426746240817e-05,4.7426412493223324e-05,-0.9789085931569279,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,1,"At the start of the story, Lisa put the grater in the",cupboard,drawer,0.02595435082912445,0.1316947042942047,-2.3431490245569417,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,2,"At the end of the story, the grater was in the",drawer,cupboard,0.006390746682882309,0.0052062151953577995,0.2957495570178472,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,3,The person who put the grater in the cupboard was,Lisa,Robert,2.392875830992125e-05,9.295444215240423e-06,1.3641498196346622,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,4,The person who moved the grater to the drawer was,Robert,Lisa,7.604634447488934e-06,2.1356381694204174e-05,-1.4897164342575069,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,1,"At the start of the story, Lisa put the grater in the",cupboard,drawer,0.02595435082912445,0.1316947042942047,-2.3431490245569417,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,2,"At the end of the story, the grater was in the",drawer,cupboard,0.006390746682882309,0.0052062151953577995,0.2957495570178472,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,3,The person who put the grater in the cupboard was,Lisa,Robert,2.392875830992125e-05,9.295444215240423e-06,1.3641498196346622,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,4,The person who moved the grater to the drawer was,Robert,Lisa,7.604634447488934e-06,2.1356381694204174e-05,-1.4897164342575069,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,1,"At the start of the story, Lisa put the grater in the",cupboard,drawer,0.02761378139257431,0.11760048568248749,-2.090433651218539,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,2,"At the end of the story, the grater was in the",drawer,cupboard,0.006730728317052126,0.006133996415883303,0.13393530045179566,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,3,The person who put the grater in the cupboard was,Lisa,Robert,2.366755870752968e-05,9.035430593939964e-06,1.3892456395928965,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,4,The person who moved the grater to the drawer was,Robert,Lisa,7.504699624405475e-06,2.1758023649454117e-05,-1.5356812837100096,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,1,"At the start of the story, Lisa put the grater in the",cupboard,drawer,0.02761378139257431,0.11760048568248749,-2.090433651218539,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,2,"At the end of the story, the grater was in the",drawer,cupboard,0.006730728317052126,0.006133996415883303,0.13393530045179566,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,3,The person who put the grater in the cupboard was,Lisa,Robert,2.366755870752968e-05,9.035430593939964e-06,1.3892456395928965,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,4,The person who moved the grater to the drawer was,Robert,Lisa,7.504699624405475e-06,2.1758023649454117e-05,-1.5356812837100096,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,1,"At the start of the story, Lisa put the grater in the",cupboard,drawer,0.02200406976044178,0.17749561369419098,-3.0119410858465288,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,2,"At the end of the story, the grater was in the",drawer,cupboard,0.009281112812459469,0.0053050946444272995,0.8069193064849471,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,3,The person who put the grater in the cupboard was,Lisa,Robert,2.397506068518851e-05,9.048399988387246e-06,1.4057998561678655,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,4,The person who moved the grater to the drawer was,Robert,Lisa,7.5914463195658755e-06,1.9124541722703725e-05,-1.332978498557754,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,1,"At the start of the story, Lisa put the grater in the",cupboard,drawer,0.02200406976044178,0.17749561369419098,-3.0119410858465288,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,2,"At the end of the story, the grater was in the",drawer,cupboard,0.009281112812459469,0.0053050946444272995,0.8069193064849471,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,3,The person who put the grater in the cupboard was,Lisa,Robert,2.397506068518851e-05,9.048399988387246e-06,1.4057998561678655,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,4,The person who moved the grater to the drawer was,Robert,Lisa,7.5914463195658755e-06,1.9124541722703725e-05,-1.332978498557754,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,1,"At the start of the story, Lisa put the grater in the",cupboard,drawer,0.022398894652724266,0.16632013022899628,-2.892463348331778,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,2,"At the end of the story, the grater was in the",drawer,cupboard,0.010500824078917503,0.006294185295701027,0.7384109953584516,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,3,The person who put the grater in the cupboard was,Lisa,Robert,2.2260092009673826e-05,8.249731763498858e-06,1.4320404392942863,True,EleutherAI/pythia-14m,Pythia 14m,,,82000,
9,,,4,The person who moved the grater to the drawer was,Robert,Lisa,7.64202468417352e-06,2.0129140466451645e-05,-1.3972587463140744,False,EleutherAI/pythia-14m,Pythia 14m,,,82000,
