item,item_id,condition,knowledge_cue,first_mention,recent_mention,passage_hr,passage,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.1675727218389511,0.5931899547576904,-1.8237068465499338,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.6678805947303772,0.0788298174738884,3.0827768581553476,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.1421121209859848,0.26377761363983154,-0.8922925209380618,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.4298851191997528,0.14271000027656555,1.5908647372697746,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.46475347876548767,0.37201881408691406,0.3210900795087494,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.7382979989051819,0.07512950152158737,3.296751812978544,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.1320427507162094,0.32799646258354187,-1.3126751573459285,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.48524871468544006,0.13470041751861572,1.8489700689721884,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.46475347876548767,0.37201881408691406,0.3210900795087494,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.7382979989051819,0.07512950152158737,3.296751812978544,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.1320427507162094,0.32799646258354187,-1.3126751573459285,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.48524871468544006,0.13470041751861572,1.8489700689721884,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.2919691801071167,0.49891799688339233,-0.7729866228292679,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.6164157390594482,0.1327235847711563,2.2154789408116216,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.15787136554718018,0.2624914050102234,-0.7335206628696861,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.3717535138130188,0.16238091886043549,1.1949642651504786,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_e_im,True Belief,Implicit,End,End,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.2919691801071167,0.49891799688339233,-0.7729866228292679,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_e_im,True Belief,Implicit,End,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.6164157390594482,0.1327235847711563,2.2154789408116216,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_e_im,True Belief,Implicit,End,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.15787136554718018,0.2624914050102234,-0.7335206628696861,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_e_im,True Belief,Implicit,End,End,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.3717535138130188,0.16238091886043549,1.1949642651504786,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_s_ex,False Belief,Explicit,End,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.37556377053260803,0.4109714925289154,-0.12998042590821068,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_s_ex,False Belief,Explicit,End,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.6861159801483154,0.0937003493309021,2.872326136675323,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_s_ex,False Belief,Explicit,End,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.14628824591636658,0.2834565341472626,-0.954313670743181,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_s_ex,False Belief,Explicit,End,Start,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.4429061710834503,0.15273906290531158,1.535932021125105,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_s_im,False Belief,Implicit,End,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.37556377053260803,0.4109714925289154,-0.12998042590821068,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_s_im,False Belief,Implicit,End,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.6861159801483154,0.0937003493309021,2.872326136675323,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_s_im,False Belief,Implicit,End,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.14628824591636658,0.2834565341472626,-0.954313670743181,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_fb_1_e_s_im,False Belief,Implicit,End,Start,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.4429061710834503,0.15273906290531158,1.535932021125105,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_s_ex,True Belief,Explicit,End,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.18967066705226898,0.5951908230781555,-1.6498557021626308,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_s_ex,True Belief,Explicit,End,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.6512000560760498,0.10741937160491943,2.59984663686183,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_s_ex,True Belief,Explicit,End,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.15623238682746887,0.2486550658941269,-0.6704522699107814,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_s_ex,True Belief,Explicit,End,Start,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.34095561504364014,0.1607898324728012,1.0844077634234819,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_s_im,True Belief,Implicit,End,Start,passage_hr,passage,1,"At the start of the story, David put the wine in the",garage,fridge,0.18967066705226898,0.5951908230781555,-1.6498557021626308,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_s_im,True Belief,Implicit,End,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.6512000560760498,0.10741937160491943,2.59984663686183,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_s_im,True Belief,Implicit,End,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.15623238682746887,0.2486550658941269,-0.6704522699107814,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
7,7_tb_1_e_s_im,True Belief,Implicit,End,Start,passage_hr,passage,4,The person who moved the wine to the fridge was,Marta,David,0.34095561504364014,0.1607898324728012,1.0844077634234819,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.7450816631317139,0.03514306619763374,4.4060865821808575,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.45844584703445435,0.18021269142627716,1.347050712415742,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.005017843563109636,0.5362399220466614,-6.739667325191845,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,4,The person who moved the painting to the bedroom was,James,Sarah,0.8601184487342834,0.0024307414423674345,8.46699509760724,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.7450816631317139,0.03514306619763374,4.4060865821808575,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.45844584703445435,0.18021269142627716,1.347050712415742,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.005017843563109636,0.5362399220466614,-6.739667325191845,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,4,The person who moved the painting to the bedroom was,James,Sarah,0.8601184487342834,0.0024307414423674345,8.46699509760724,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.8362371325492859,0.01648896560072899,5.664339304308682,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.46217218041419983,0.1978076845407486,1.2243319483133897,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.052973803132772446,0.18234293162822723,-1.7833032834373994,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,4,The person who moved the painting to the bedroom was,James,Sarah,0.32582685351371765,0.10268683731555939,1.6658542458166385,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.8362371325492859,0.01648896560072899,5.664339304308682,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.46217218041419983,0.1978076845407486,1.2243319483133897,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.052973803132772446,0.18234293162822723,-1.7833032834373994,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,4,The person who moved the painting to the bedroom was,James,Sarah,0.32582685351371765,0.10268683731555939,1.6658542458166385,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.7115734815597534,0.04357830435037613,4.029330779416646,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.4671553373336792,0.17724116146564484,1.3981886651027422,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.007714713457971811,0.5691196918487549,-6.204975715325045,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,4,The person who moved the painting to the bedroom was,James,Sarah,0.8360924124717712,0.0035280606243759394,7.888643248920818,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.7115734815597534,0.04357830435037613,4.029330779416646,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.4671553373336792,0.17724116146564484,1.3981886651027422,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.007714713457971811,0.5691196918487549,-6.204975715325045,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,4,The person who moved the painting to the bedroom was,James,Sarah,0.8360924124717712,0.0035280606243759394,7.888643248920818,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.7964436411857605,0.02013266831636429,5.305961975793059,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.49940061569213867,0.17182914912700653,1.5392228036340163,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.07913830876350403,0.20528088510036469,-1.3751511565241084,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,4,The person who moved the painting to the bedroom was,James,Sarah,0.3301774859428406,0.10902031511068344,1.5986447541320754,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.7964436411857605,0.02013266831636429,5.305961975793059,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.49940061569213867,0.17182914912700653,1.5392228036340163,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.07913830876350403,0.20528088510036469,-1.3751511565241084,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,4,The person who moved the painting to the bedroom was,James,Sarah,0.3301774859428406,0.10902031511068344,1.5986447541320754,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.6473222970962524,0.04822283610701561,3.7466957914435453,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.4666275382041931,0.14483653008937836,1.687845931959595,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.0047843060456216335,0.5575557947158813,-6.864662693053802,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,4,The person who moved the painting to the bedroom was,James,Sarah,0.8064008355140686,0.004013373516499996,7.650537892337752,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.6473222970962524,0.04822283610701561,3.7466957914435453,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.4666275382041931,0.14483653008937836,1.687845931959595,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.0047843060456216335,0.5575557947158813,-6.864662693053802,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,4,The person who moved the painting to the bedroom was,James,Sarah,0.8064008355140686,0.004013373516499996,7.650537892337752,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.7197432518005371,0.0285261832177639,4.657123723956039,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.49886471033096313,0.13622500002384186,1.8726571256012559,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.07983516156673431,0.17629306018352509,-1.1428794902737118,False,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,4,The person who moved the painting to the bedroom was,James,Sarah,0.25616654753685,0.1376330554485321,0.8962550833159764,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_e_e_im,True Belief,Implicit,End,End,passage_hr,passage,1,"At the start of the story, Sarah put the painting in the",hall,bedroom,0.7197432518005371,0.0285261832177639,4.657123723956039,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
8,8_tb_1_e_e_im,True Belief,Implicit,End,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.49886471033096313,0.13622500002384186,1.8726571256012559,True,EleutherAI/pythia-6.9b,Pythia 6.9B,,,101000,
