item,item_id,condition,knowledge_cue,first_mention,recent_mention,passage_hr,passage,question_id,question,correct_answer,distractor_answer,prob_correct,prob_distractor,log_odds,is_correct,model_path,model_shorthand,stage,ingredient,step,tokens_seen
7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,1,"At the start of the story, the wine was in the",garage,fridge,0.02557373046875,0.8017578125,-4.970431978078453,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.80078125,0.0280303955078125,4.836344188394096,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.290283203125,0.08721923828125,1.7347427986498394,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,4,The person who put the wine in the fridge was,Marta,David,0.1021728515625,0.30322265625,-1.5693656456701377,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,1,"At the start of the story, the wine was in the",garage,fridge,0.02557373046875,0.8017578125,-4.970431978078453,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.80078125,0.0280303955078125,4.836344188394096,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.290283203125,0.08721923828125,1.7347427986498394,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,4,The person who put the wine in the fridge was,Marta,David,0.1021728515625,0.30322265625,-1.5693656456701377,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,1,"At the start of the story, the wine was in the",garage,fridge,0.0865478515625,0.71826171875,-3.052939714015314,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.72216796875,0.09246826171875,2.9653042587387546,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.332763671875,0.0736083984375,2.176555654905125,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,4,The person who put the wine in the fridge was,Marta,David,0.08599853515625,0.343505859375,-1.9979507169268962,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,1,"At the start of the story, the wine was in the",garage,fridge,0.0865478515625,0.71826171875,-3.052939714015314,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.72216796875,0.09246826171875,2.9653042587387546,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.332763671875,0.0736083984375,2.176555654905125,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,4,The person who put the wine in the fridge was,Marta,David,0.08599853515625,0.343505859375,-1.9979507169268962,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,1,"At the start of the story, the wine was in the",garage,fridge,0.056427001953125,0.73779296875,-3.7087584357606334,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.73388671875,0.06207275390625,3.5635253300588645,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.305908203125,0.09136962890625,1.7433121932634439,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,4,The person who put the wine in the fridge was,Marta,David,0.10479736328125,0.322021484375,-1.6195545252494103,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_e_im,True Belief,Implicit,End,End,passage_hr,passage,1,"At the start of the story, the wine was in the",garage,fridge,0.056427001953125,0.73779296875,-3.7087584357606334,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_e_im,True Belief,Implicit,End,End,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.73388671875,0.06207275390625,3.5635253300588645,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_e_im,True Belief,Implicit,End,End,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.305908203125,0.09136962890625,1.7433121932634439,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_e_im,True Belief,Implicit,End,End,passage_hr,passage,4,The person who put the wine in the fridge was,Marta,David,0.10479736328125,0.322021484375,-1.6195545252494103,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_s_ex,False Belief,Explicit,End,Start,passage_hr,passage,1,"At the start of the story, the wine was in the",garage,fridge,0.053619384765625,0.76953125,-3.8431533434480003,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_s_ex,False Belief,Explicit,End,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.77099609375,0.0599365234375,3.685216241545544,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_s_ex,False Belief,Explicit,End,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.329345703125,0.0728759765625,2.1760875116834626,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_s_ex,False Belief,Explicit,End,Start,passage_hr,passage,4,The person who put the wine in the fridge was,Marta,David,0.08770751953125,0.33984375,-1.954099149391392,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_s_im,False Belief,Implicit,End,Start,passage_hr,passage,1,"At the start of the story, the wine was in the",garage,fridge,0.053619384765625,0.76953125,-3.8431533434480003,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_s_im,False Belief,Implicit,End,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.77099609375,0.0599365234375,3.685216241545544,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_s_im,False Belief,Implicit,End,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.329345703125,0.0728759765625,2.1760875116834626,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_fb_1_e_s_im,False Belief,Implicit,End,Start,passage_hr,passage,4,The person who put the wine in the fridge was,Marta,David,0.08770751953125,0.33984375,-1.954099149391392,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_s_ex,True Belief,Explicit,End,Start,passage_hr,passage,1,"At the start of the story, the wine was in the",garage,fridge,0.0248870849609375,0.798828125,-5.004415966229865,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_s_ex,True Belief,Explicit,End,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.791015625,0.0301971435546875,4.711222200724475,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_s_ex,True Belief,Explicit,End,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.304931640625,0.087890625,1.7947046652782828,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_s_ex,True Belief,Explicit,End,Start,passage_hr,passage,4,The person who put the wine in the fridge was,Marta,David,0.10687255859375,0.31787109375,-1.5725503647320778,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_s_im,True Belief,Implicit,End,Start,passage_hr,passage,1,"At the start of the story, the wine was in the",garage,fridge,0.0248870849609375,0.798828125,-5.004415966229865,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_s_im,True Belief,Implicit,End,Start,passage_hr,passage,2,"At the end of the story, the wine was in the",fridge,garage,0.791015625,0.0301971435546875,4.711222200724475,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_s_im,True Belief,Implicit,End,Start,passage_hr,passage,3,The person who put the wine in the garage was,David,Marta,0.304931640625,0.087890625,1.7947046652782828,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
7,7_tb_1_e_s_im,True Belief,Implicit,End,Start,passage_hr,passage,4,The person who put the wine in the fridge was,Marta,David,0.10687255859375,0.31787109375,-1.5725503647320778,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,1,"At the start of the story, the painting was in the",hall,bedroom,0.027435302734375,0.1832275390625,-2.739530956106241,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.1925048828125,0.0270233154296875,2.832618448038596,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.1429443359375,0.08502197265625,0.7495458178999622,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_e_ex,False Belief,Explicit,Start,End,passage_hr,passage,4,The person who put the painting in the bedroom was,James,Sarah,0.1058349609375,0.11090087890625,-0.06745452101228082,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,1,"At the start of the story, the painting was in the",hall,bedroom,0.027435302734375,0.1832275390625,-2.739530956106241,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.1925048828125,0.0270233154296875,2.832618448038596,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.1429443359375,0.08502197265625,0.7495458178999622,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_e_im,False Belief,Implicit,Start,End,passage_hr,passage,4,The person who put the painting in the bedroom was,James,Sarah,0.1058349609375,0.11090087890625,-0.06745452101228082,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,1,"At the start of the story, the painting was in the",hall,bedroom,0.025634765625,0.2822265625,-3.460680164834556,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.271240234375,0.02398681640625,3.4992575991304857,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.1524658203125,0.09210205078125,0.7271806710812742,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_e_ex,True Belief,Explicit,Start,End,passage_hr,passage,4,The person who put the painting in the bedroom was,James,Sarah,0.11663818359375,0.12420654296875,-0.09070101617615282,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,1,"At the start of the story, the painting was in the",hall,bedroom,0.025634765625,0.2822265625,-3.460680164834556,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.271240234375,0.02398681640625,3.4992575991304857,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.1524658203125,0.09210205078125,0.7271806710812742,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_e_im,True Belief,Implicit,Start,End,passage_hr,passage,4,The person who put the painting in the bedroom was,James,Sarah,0.11663818359375,0.12420654296875,-0.09070101617615282,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,1,"At the start of the story, the painting was in the",hall,bedroom,0.0181732177734375,0.2452392578125,-3.754304150869178,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.256103515625,0.018646240234375,3.779770392758538,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.142578125,0.086669921875,0.7181493444879729,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_s_ex,False Belief,Explicit,Start,Start,passage_hr,passage,4,The person who put the painting in the bedroom was,James,Sarah,0.10791015625,0.10833740234375,-0.005700749887975117,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,1,"At the start of the story, the painting was in the",hall,bedroom,0.0181732177734375,0.2452392578125,-3.754304150869178,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.256103515625,0.018646240234375,3.779770392758538,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.142578125,0.086669921875,0.7181493444879729,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_s_s_im,False Belief,Implicit,Start,Start,passage_hr,passage,4,The person who put the painting in the bedroom was,James,Sarah,0.10791015625,0.10833740234375,-0.005700749887975117,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,1,"At the start of the story, the painting was in the",hall,bedroom,0.0178985595703125,0.3173828125,-4.148308609887309,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.3017578125,0.0183563232421875,4.039042100728298,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.1519775390625,0.09356689453125,0.6997880452966658,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_s_ex,True Belief,Explicit,Start,Start,passage_hr,passage,4,The person who put the painting in the bedroom was,James,Sarah,0.11968994140625,0.12249755859375,-0.033451081170468105,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,1,"At the start of the story, the painting was in the",hall,bedroom,0.0178985595703125,0.3173828125,-4.148308609887309,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.3017578125,0.0183563232421875,4.039042100728298,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.1519775390625,0.09356689453125,0.6997880452966658,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_s_s_im,True Belief,Implicit,Start,Start,passage_hr,passage,4,The person who put the painting in the bedroom was,James,Sarah,0.11968994140625,0.12249755859375,-0.033451081170468105,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,1,"At the start of the story, the painting was in the",hall,bedroom,0.031341552734375,0.1888427734375,-2.5910370151308406,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.2030029296875,0.02984619140625,2.7658817983350352,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.1387939453125,0.0865478515625,0.6813747216527317,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_e_e_ex,False Belief,Explicit,End,End,passage_hr,passage,4,The person who put the painting in the bedroom was,James,Sarah,0.107666015625,0.10809326171875,-0.0057136511943936255,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,1,"At the start of the story, the painting was in the",hall,bedroom,0.031341552734375,0.1888427734375,-2.5910370151308406,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.2030029296875,0.02984619140625,2.7658817983350352,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.1387939453125,0.0865478515625,0.6813747216527317,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_fb_1_e_e_im,False Belief,Implicit,End,End,passage_hr,passage,4,The person who put the painting in the bedroom was,James,Sarah,0.107666015625,0.10809326171875,-0.0057136511943936255,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,1,"At the start of the story, the painting was in the",hall,bedroom,0.02996826171875,0.2469482421875,-3.04270139024359,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,2,"At the end of the story, the painting was in the",bedroom,hall,0.244384765625,0.02728271484375,3.163095237652676,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,3,The person who put the painting in the hall was,Sarah,James,0.1607666015625,0.08837890625,0.863193743173309,True,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
8,8_tb_1_e_e_ex,True Belief,Explicit,End,End,passage_hr,passage,4,The person who put the painting in the bedroom was,James,Sarah,0.1104736328125,0.12939453125,-0.22807456747999386,False,allenai/OLMo-2-1124-7B,OLMO 2 7B,stage1,,2000,9B
