sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,model_path,model_shorthand,stage,ingredient,step,tokens_seen
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.13942843675613403,13,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.14106643199920654,14,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1399419903755188,15,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.13706517219543457,16,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.13406908512115479,17,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.13210558891296387,18,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.13034218549728394,19,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.12598204612731934,20,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.12065619230270386,21,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.11358630657196045,22,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.10541129112243652,23,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.09561139345169067,24,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.08689624071121216,25,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07904958724975586,26,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.07149010896682739,27,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.06491744518280029,28,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.05936634540557861,29,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.053601741790771484,30,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.048709094524383545,31,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.04449504613876343,32,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.040718257427215576,33,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03729438781738281,34,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.03433960676193237,35,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.031643569469451904,36,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.029052674770355225,37,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.02683931589126587,38,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.024851083755493164,39,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.024033963680267334,40,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0006082057952880859,1,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.048973917961120605,2,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1632595658302307,3,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.17681849002838135,4,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.18499749898910522,5,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.18051427602767944,6,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1781037449836731,7,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.17891424894332886,8,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.16678231954574585,9,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15891486406326294,10,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15418827533721924,11,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15869587659835815,12,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.16153168678283691,13,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.16189998388290405,14,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.16189324855804443,15,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15984272956848145,16,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1571224331855774,17,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15786981582641602,18,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15903258323669434,19,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15626782178878784,20,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.15425866842269897,21,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.14793670177459717,22,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1416260004043579,23,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1319623589515686,24,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.12185126543045044,25,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.11163991689682007,26,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.10142481327056885,27,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.09229212999343872,28,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.08434510231018066,29,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.07612508535385132,30,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06912577152252197,31,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.06307488679885864,32,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05767178535461426,33,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.05268871784210205,34,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.048409461975097656,35,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04453396797180176,36,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.04083126783370972,37,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.037652015686035156,38,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.034793734550476074,39,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.03360515832901001,40,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0007004737854003906,1,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07897621393203735,2,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18534189462661743,3,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.21126699447631836,4,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.20253002643585205,5,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.19442003965377808,6,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18850523233413696,7,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18470698595046997,8,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.17649680376052856,9,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1708192229270935,10,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.16688013076782227,11,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.16607666015625,12,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.16424661874771118,13,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.16170340776443481,14,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.16215920448303223,15,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1557043194770813,16,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.15345793962478638,17,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1512531042098999,18,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1481592059135437,19,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.14394891262054443,20,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.13793021440505981,21,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.12929433584213257,22,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.11838454008102417,23,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.10666418075561523,24,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0963507890701294,25,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.08697336912155151,26,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07829874753952026,27,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.07113450765609741,28,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.06499320268630981,29,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.05867189168930054,30,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0532802939414978,31,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04871678352355957,32,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04465419054031372,33,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.04088950157165527,34,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03768730163574219,35,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03475373983383179,36,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.03195774555206299,37,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.029560327529907227,38,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.027391254901885986,39,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.026553809642791748,40,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0004546046257019043,1,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.09442204236984253,2,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.18376684188842773,3,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20108121633529663,4,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20811963081359863,5,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19998961687088013,6,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19544243812561035,7,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19642424583435059,8,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1864345669746399,9,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1803741455078125,10,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1758520007133484,11,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.17922616004943848,12,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1820850372314453,13,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.17879116535186768,14,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.18197005987167358,15,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.17791134119033813,16,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.17526710033416748,17,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.17714077234268188,18,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1776464581489563,19,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.17650097608566284,20,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.17603206634521484,21,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.16879314184188843,22,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.16110265254974365,23,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.14938431978225708,24,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.137454092502594,25,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.12482398748397827,26,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.11273384094238281,27,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.10203731060028076,28,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.09297943115234375,29,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.08377218246459961,30,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.07585400342941284,31,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06909835338592529,32,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.06316351890563965,33,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.05765271186828613,34,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.05295908451080322,35,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0486941933631897,36,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0446508526802063,37,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.04119384288787842,38,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,1000,9B
