sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,model_path,model_shorthand,stage,ingredient,step,tokens_seen
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18516278266906738,11,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18335068225860596,12,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18679219484329224,13,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18625706434249878,14,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18757110834121704,15,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1890164017677307,16,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18842655420303345,17,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18551892042160034,18,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18669027090072632,19,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18660622835159302,20,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18556654453277588,21,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18616724014282227,22,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18549376726150513,23,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18444615602493286,24,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18514704704284668,25,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18867415189743042,26,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.19013243913650513,27,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1911267638206482,28,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18900901079177856,29,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.188412606716156,30,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18625396490097046,31,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1851988434791565,32,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1824752688407898,33,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.1813650131225586,34,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18241262435913086,35,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18291443586349487,36,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18426752090454102,37,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18404436111450195,38,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18326681852340698,39,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a magic act.,act,act,Different Sense,0.18423306941986084,40,2.181818182,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20438522100448608,1,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2105172872543335,2,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20719993114471436,3,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2131320834159851,4,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20696032047271729,5,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20991253852844238,6,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20831060409545898,7,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20940619707107544,8,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.21059918403625488,9,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20957541465759277,10,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20862746238708496,11,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20762008428573608,12,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2048901915550232,13,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20344936847686768,14,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2020477056503296,15,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20244795083999634,16,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20265793800354004,17,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.19916552305221558,18,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2008797526359558,19,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20193332433700562,20,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2028089165687561,21,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20306497812271118,22,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2023811936378479,23,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20178073644638062,24,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20209968090057373,25,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20330190658569336,26,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20451313257217407,27,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20443564653396606,28,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2008049488067627,29,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20262479782104492,30,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.2010006308555603,31,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20112377405166626,32,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.1988997459411621,33,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.19910037517547607,34,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.19982898235321045,35,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.19936662912368774,36,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20117920637130737,37,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20166409015655518,38,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.20033085346221924,39,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a desperate act.,It was a comedic act.,act,act,Different Sense,0.19948166608810425,40,2.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.0,0,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.20617157220840454,1,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.19361358880996704,2,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18557965755462646,3,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1842947006225586,4,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1845383644104004,5,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18713051080703735,6,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18941158056259155,7,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.19067835807800293,8,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.19146913290023804,9,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18999266624450684,10,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.19249963760375977,11,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1887872815132141,12,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.19120752811431885,13,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1899263858795166,14,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18703550100326538,15,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.188495934009552,16,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18795239925384521,17,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18771851062774658,18,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1869620680809021,19,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18677181005477905,20,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18695390224456787,21,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18794184923171997,22,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18950742483139038,23,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18940746784210205,24,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.19002431631088257,25,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.191331148147583,26,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18957215547561646,27,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.190235435962677,28,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18756908178329468,29,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18666809797286987,30,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18580591678619385,31,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1854557991027832,32,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.1819676160812378,33,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18076461553573608,34,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18121355772018433,35,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.18125593662261963,36,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.17968487739562988,37,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.17836928367614746,38,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.17843997478485107,39,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a magic act.,act,act,Different Sense,0.17922210693359375,40,2.818181818,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.0,0,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19402146339416504,1,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1881290078163147,2,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.18931645154953003,3,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19366586208343506,4,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1921008825302124,5,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19579726457595825,6,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19795286655426025,7,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19840097427368164,8,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20093202590942383,9,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.2012602686882019,10,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20137524604797363,11,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20056253671646118,12,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20019012689590454,13,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19768297672271729,14,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19873005151748657,15,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19891327619552612,16,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.2008042335510254,17,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19867557287216187,18,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19914650917053223,19,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.2001897096633911,20,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20103561878204346,21,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20115965604782104,22,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20167428255081177,23,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.2017262578010559,24,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.2008960247039795,25,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20147526264190674,26,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20154720544815063,27,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.20202946662902832,28,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19977295398712158,29,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1998562216758728,30,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19852197170257568,31,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19965684413909912,32,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19760221242904663,33,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19647866487503052,34,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19736063480377197,35,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19737660884857178,36,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.1967485547065735,37,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19671863317489624,38,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19655883312225342,39,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
It was a humane act.,It was a comedic act.,act,act,Different Sense,0.19525998830795288,40,2.80952381,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,0,0B
